"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2021","2021",1521,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2022","2022",1640,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2023","2023",1632,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","99","totale","2024","2024",1766,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","99","totale","2019","2019",242,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","99","totale","2020","2020",243,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","99","totale","2021","2021",256,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","99","totale","2022","2022",244,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","99","totale","2023","2023",295,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","99","totale","2024","2024",319,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y87","87 anni","99","totale","2019","2019",495,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y87","87 anni","99","totale","2020","2020",487,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y87","87 anni","99","totale","2021","2021",497,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y87","87 anni","99","totale","2022","2022",525,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y87","87 anni","99","totale","2023","2023",509,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y87","87 anni","99","totale","2024","2024",529,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2019","2019",737,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",730,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2021","2021",753,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2022","2022",769,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2023","2023",804,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2024","2024",848,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","99","totale","2019","2019",484,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","99","totale","2020","2020",472,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","99","totale","2021","2021",488,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","99","totale","2022","2022",464,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","99","totale","2023","2023",540,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y87","87 anni","99","totale","2024","2024",519,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y87","87 anni","99","totale","2019","2019",931,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y87","87 anni","99","totale","2020","2020",910,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y87","87 anni","99","totale","2021","2021",888,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y87","87 anni","99","totale","2022","2022",896,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y87","87 anni","99","totale","2023","2023",944,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y87","87 anni","99","totale","2024","2024",965,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2019","2019",1415,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2020","2020",1382,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2021","2021",1376,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2022","2022",1360,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2023","2023",1484,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","99","totale","2024","2024",1484,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","99","totale","2019","2019",459,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","99","totale","2020","2020",435,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","99","totale","2021","2021",416,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","99","totale","2022","2022",423,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","99","totale","2023","2023",402,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","99","totale","2024","2024",462,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2019","2019",1363,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",1287,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2021","2021",1233,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2022","2022",1241,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2023","2023",1220,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2024","2024",1340,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","99","totale","2019","2019",237,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","99","totale","2020","2020",208,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","99","totale","2021","2021",217,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","99","totale","2022","2022",222,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","99","totale","2023","2023",215,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y88","88 anni","99","totale","2024","2024",256,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y88","88 anni","99","totale","2019","2019",513,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y88","88 anni","99","totale","2020","2020",458,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y88","88 anni","99","totale","2021","2021",442,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y88","88 anni","99","totale","2022","2022",463,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y88","88 anni","99","totale","2023","2023",479,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y88","88 anni","99","totale","2024","2024",467,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2019","2019",750,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2020","2020",666,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2021","2021",659,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2022","2022",685,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2023","2023",694,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","99","totale","2024","2024",723,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y88","88 anni","99","totale","2019","2019",904,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y88","88 anni","99","totale","2020","2020",852,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y88","88 anni","99","totale","2021","2021",817,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y88","88 anni","99","totale","2022","2022",818,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y88","88 anni","99","totale","2023","2023",818,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y88","88 anni","99","totale","2024","2024",878,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","99","totale","2019","2019",180,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","99","totale","2020","2020",204,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","99","totale","2021","2021",177,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","99","totale","2022","2022",182,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","99","totale","2023","2023",195,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","99","totale","2024","2024",186,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y89","89 anni","99","totale","2019","2019",408,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y89","89 anni","99","totale","2020","2020",475,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y89","89 anni","99","totale","2021","2021",422,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y89","89 anni","99","totale","2022","2022",392,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y89","89 anni","99","totale","2023","2023",425,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y89","89 anni","99","totale","2024","2024",448,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2019","2019",588,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",679,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2021","2021",599,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2022","2022",574,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2023","2023",620,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2024","2024",634,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","99","totale","2019","2019",317,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","99","totale","2020","2020",389,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","99","totale","2021","2021",363,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","99","totale","2022","2022",351,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","99","totale","2023","2023",369,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y89","89 anni","99","totale","2024","2024",356,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y89","89 anni","99","totale","2019","2019",774,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y89","89 anni","99","totale","2020","2020",808,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y89","89 anni","99","totale","2021","2021",734,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y89","89 anni","99","totale","2022","2022",742,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y89","89 anni","99","totale","2023","2023",713,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y89","89 anni","99","totale","2024","2024",745,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2019","2019",1091,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2020","2020",1197,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2021","2021",1097,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2022","2022",1093,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2023","2023",1082,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","99","totale","2024","2024",1101,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","99","totale","2019","2019",147,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","99","totale","2020","2020",142,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","99","totale","2021","2021",175,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","99","totale","2022","2022",154,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","99","totale","2023","2023",156,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","99","totale","2024","2024",162,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y90","90 anni","99","totale","2019","2019",332,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y90","90 anni","99","totale","2020","2020",365,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y90","90 anni","99","totale","2021","2021",412,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y90","90 anni","99","totale","2022","2022",384,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y90","90 anni","99","totale","2023","2023",332,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y90","90 anni","99","totale","2024","2024",384,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2019","2019",479,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",507,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2021","2021",587,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2022","2022",538,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2023","2023",488,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2024","2024",546,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","99","totale","2019","2019",267,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","99","totale","2020","2020",269,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","99","totale","2021","2021",317,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","99","totale","2022","2022",309,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","99","totale","2023","2023",295,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y90","90 anni","99","totale","2024","2024",296,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y90","90 anni","99","totale","2019","2019",608,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y90","90 anni","99","totale","2020","2020",699,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y90","90 anni","99","totale","2021","2021",703,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y90","90 anni","99","totale","2022","2022",639,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y90","90 anni","99","totale","2023","2023",651,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y90","90 anni","99","totale","2024","2024",616,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2019","2019",875,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2020","2020",968,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2021","2021",1020,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2022","2022",948,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2023","2023",946,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","99","totale","2024","2024",912,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2019","2019",129,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",121,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2021","2021",118,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2022","2022",144,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2023","2023",125,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2024","2024",132,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2019","2019",322,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",294,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2021","2021",319,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2022","2022",362,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2023","2023",324,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2024","2024",289,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2019","2019",451,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",415,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2021","2021",437,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2022","2022",506,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2023","2023",449,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2024","2024",421,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2019","2019",197,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",217,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2021","2021",201,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2022","2022",260,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2023","2023",254,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2024","2024",251,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2019","2019",539,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",525,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2021","2021",587,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2022","2022",594,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2023","2023",561,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2024","2024",577,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2019","2019",736,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",742,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2021","2021",788,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2022","2022",854,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2023","2023",815,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2024","2024",828,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2019","2019",350,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",381,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2021","2021",344,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2022","2022",355,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2023","2023",433,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2024","2024",387,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2019","2019",81,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",97,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2021","2021",93,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2022","2022",88,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2023","2023",115,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2024","2024",102,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2019","2019",269,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",284,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2021","2021",251,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2022","2022",267,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2023","2023",318,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2024","2024",285,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2019","2019",161,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",154,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2021","2021",170,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2022","2022",154,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2023","2023",197,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2024","2024",207,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2019","2019",529,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",457,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2021","2021",426,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2022","2022",492,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2023","2023",493,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2024","2024",491,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2019","2019",690,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",611,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2021","2021",596,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2022","2022",646,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2023","2023",690,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2024","2024",698,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2019","2019",61,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",62,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2021","2021",80,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2022","2022",83,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2023","2023",64,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2024","2024",92,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2019","2019",288,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",276,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2021","2021",314,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2022","2022",290,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2023","2023",280,,
"ITD43","Gorizia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2024","2024",365,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2019","2019",118,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",121,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2021","2021",117,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2022","2022",129,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2023","2023",115,,
"ITD44","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2024","2024",154,,
